iter	Passed	Remaining
238	335	1067
239	336	1064
240	337	1061
241	338	1059
242	339	1057
243	340	1055
244	341	1052
245	342	1049
246	343	1047
247	344	1044
248	345	1041
249	346	1038
250	347	1035
251	348	1032
252	348	1030
253	349	1027
254	350	1024
255	351	1022
256	352	1019
257	353	1016
258	354	1014
259	355	1012
260	356	1009
261	357	1006
262	358	1003
263	359	1001
264	359	998
265	360	995
266	361	992
267	362	990
268	363	987
269	364	984
270	365	981
271	365	979
272	366	976
273	367	973
274	368	970
275	369	968
276	370	965
277	370	963
278	371	960
279	373	959
280	373	956
281	374	953
282	375	951
283	376	948
284	377	946
285	378	943
286	379	941
287	379	939
288	380	936
289	381	934
290	382	931
291	383	929
292	384	926
293	384	924
294	385	922
295	386	919
296	387	917
297	388	915
298	389	913
299	390	910
300	391	908
301	392	906
302	393	904
303	394	902
304	395	900
305	396	898
306	396	896
307	397	893
308	398	892
309	400	890
310	400	888
311	401	886
312	402	883
313	403	881
314	404	879
315	405	877
316	406	875
317	407	873
318	407	870
319	408	868
320	409	866
321	410	864
322	411	861
323	412	859
324	412	857
325	413	855
326	414	853
327	415	851
328	416	849
329	417	848
330	418	846
331	419	844
332	420	841
333	421	839
334	422	837
335	422	835
336	423	833
337	424	831
338	425	829
339	426	827
340	427	825
341	428	823
342	429	822
343	430	820
344	430	817
345	431	815
346	432	813
347	433	811
348	434	809
349	434	807
350	435	805
351	436	803
352	437	801
353	438	799
354	438	797
355	439	795
356	440	793
357	441	791
358	442	789
359	443	787
360	444	785
361	444	784
362	445	782
363	446	780
364	447	778
365	448	776
366	448	774
367	449	772
368	450	770
369	451	768
370	452	766
371	452	764
372	453	762
373	454	760
374	455	758
375	455	756
376	456	754
377	457	752
378	458	751
379	459	749
380	459	747
381	460	745
382	461	743
383	462	741
384	463	739
385	463	737
386	464	736
387	465	734
388	466	732
389	467	730
390	467	728
391	468	726
392	469	725
393	470	723
394	470	721
395	471	719
396	472	718
397	473	716
398	474	715
399	475	713
400	476	711
401	477	709
402	478	708
403	478	706
404	479	704
405	480	703
406	481	701
407	482	699
408	483	698
409	483	696
410	484	694
411	485	693
412	486	691
413	487	689
414	488	688
415	489	687
416	490	685
417	491	684
418	492	682
419	493	681
420	494	680
421	495	678
422	496	677
423	497	675
424	498	673
425	499	672
426	500	671
427	501	669
428	502	668
429	503	667
430	504	665
431	505	664
432	506	662
433	507	661
434	508	659
435	508	658
436	509	656
437	510	655
438	511	654
439	513	652
440	513	651
441	514	650
442	515	648
443	516	647
444	517	645
445	518	644
446	519	643
447	520	641
448	521	640
449	522	638
450	523	637
451	524	635
452	525	634
453	526	632
454	526	631
455	527	629
456	528	628
457	529	626
458	530	625
459	531	623
460	532	622
461	533	621
462	534	619
463	535	618
464	536	616
465	537	615
466	538	614
467	539	612
468	540	611
469	540	609
470	541	608
471	542	607
472	543	605
473	544	604
474	545	602
475	546	601
476	547	600
477	548	598
478	549	597
479	550	596
480	551	595
481	552	593
482	553	592
483	554	591
484	555	589
485	556	588
486	557	587
487	558	585
488	559	584
489	560	583
490	561	581
491	562	580
492	563	579
493	564	577
494	565	576
495	566	575
496	566	573
497	567	572
498	568	571
499	569	569
500	570	568
501	571	567
502	573	566
503	574	565
504	575	564
505	577	563
506	578	562
507	579	561
508	580	559
509	581	558
510	582	557
511	583	556
512	584	554
513	585	553
514	586	552
515	587	551
516	588	549
517	589	548
518	590	546
519	590	545
520	591	544
521	593	543
522	594	541
523	595	540
524	596	539
525	597	538
526	598	536
527	599	535
528	600	534
529	601	533
530	602	531
531	603	530
532	604	529
533	605	528
534	606	527
535	607	526
536	609	525
537	610	524
538	611	523
539	612	521
540	613	520
541	614	519
542	616	518
543	617	517
544	618	516
545	619	514
546	620	513
547	621	512
548	622	511
549	623	510
550	624	509
551	626	508
552	627	506
553	628	505
554	629	504
555	630	503
556	631	502
557	632	501
558	633	499
559	635	499
560	636	498
561	637	497
562	639	496
563	640	495
564	641	494
565	642	492
566	643	491
567	644	490
568	646	489
569	647	488
570	649	487
571	650	486
572	652	486
573	654	485
574	656	485
575	657	483
576	658	482
577	659	481
578	660	480
579	661	478
580	662	477
581	663	476
582	664	475
583	665	474
584	666	473
585	668	472
586	669	471
587	670	470
588	671	468
589	672	467
590	673	466
591	674	465
592	676	463
593	677	462
594	678	461
595	679	460
596	680	459
597	682	458
598	684	458
599	686	457
600	687	456
601	688	455
602	689	454
603	691	453
604	692	452
605	693	451
606	694	449
607	696	448
608	697	447
609	699	446
610	700	445
611	701	444
612	702	443
613	703	442
614	705	441
615	706	440
616	708	439
617	709	438
618	711	437
619	712	436
620	714	435
621	715	434
622	716	433
623	717	432
624	719	431
625	720	430
626	721	429
627	722	428
628	723	426
629	724	425
630	725	424
631	727	423
632	728	422
633	729	420
634	730	419
635	731	418
636	732	417
637	733	416
638	734	414
639	735	413
640	736	412
641	737	411
642	738	410
643	739	408
644	740	407
645	741	406
646	742	405
647	743	403
648	744	402
649	745	401
650	746	400
651	747	399
652	748	398
653	750	396
654	751	395
655	752	394
656	753	393
657	754	391
658	755	390
659	756	389
660	757	388
661	758	387
662	759	385
663	760	384
664	761	383
665	762	382
666	763	381
667	764	380
668	765	378
669	766	377
670	767	376
671	769	375
672	770	374
673	771	373
674	772	372
675	774	371
676	775	369
677	776	368
678	777	367
679	778	366
680	780	365
681	781	364
682	782	363
683	783	361
684	784	360
685	785	359
686	786	358
687	787	356
688	788	355
689	789	354
690	790	353
691	791	352
692	792	351
693	793	349
694	794	348
695	795	347
696	796	346
697	797	345
698	798	343
699	799	342
700	800	341
701	801	340
702	802	339
703	803	337
704	804	336
705	805	335
706	806	334
707	807	332
708	808	331
709	809	330
710	810	329
711	811	328
712	812	326
713	813	325
714	814	324
715	815	323
716	816	322
717	817	321
718	818	319
719	819	318
720	820	317
721	821	316
722	822	315
723	823	313
724	824	312
725	825	311
726	826	310
727	827	309
728	828	308
729	829	306
730	830	305
731	831	304
732	832	303
733	833	302
734	835	301
735	836	299
736	837	298
737	838	297
738	839	296
739	840	295
740	841	294
741	842	292
742	843	291
743	844	290
744	845	289
745	846	288
746	847	286
747	848	285
748	849	284
749	851	283
750	852	282
751	853	281
752	854	280
753	855	279
754	856	278
755	857	276
756	859	275
757	860	274
758	861	273
759	862	272
760	863	271
761	864	270
762	865	268
763	866	267
764	867	266
765	868	265
766	869	264
767	870	263
768	871	261
769	872	260
770	873	259
771	874	258
772	875	257
773	876	255
774	877	254
775	878	253
776	879	252
777	881	251
778	882	250
779	883	249
780	884	247
781	885	246
782	885	245
783	886	244
784	887	243
785	888	242
786	889	240
787	890	239
788	891	238
789	892	237
790	893	236
791	894	235
792	895	233
793	896	232
794	897	231
795	898	230
796	899	229
797	900	228
798	901	226
799	902	225
800	903	224
801	904	223
802	905	222
803	906	221
804	907	219
805	908	218
806	909	217
807	910	216
808	911	215
809	912	214
810	913	212
811	914	211
812	915	210
813	916	209
814	917	208
815	918	207
816	919	205
817	920	204
818	921	203
819	922	202
820	923	201
821	924	200
822	925	198
823	926	197
824	927	196
825	928	195
826	929	194
827	930	193
828	931	192
829	932	190
830	933	189
831	934	188
832	935	187
833	937	186
834	938	185
835	940	184
836	941	183
837	942	182
838	943	181
839	944	179
840	945	178
841	946	177
842	947	176
843	948	175
844	949	174
845	950	173
846	951	171
847	952	170
848	953	169
849	954	168
850	955	167
851	956	166
852	957	165
853	958	163
854	959	162
855	960	161
856	961	160
857	962	159
858	963	158
859	964	157
860	965	155
861	966	154
862	967	153
863	968	152
864	969	151
865	970	150
866	971	149
867	972	147
868	973	146
869	974	145
870	975	144
871	976	143
872	977	142
873	978	141
874	979	139
875	980	138
876	981	137
877	982	136
878	983	135
879	984	134
880	985	133
881	986	131
882	987	130
883	988	129
884	989	128
885	990	127
886	991	126
887	992	125
888	993	124
889	994	122
890	995	121
891	996	120
892	997	119
893	998	118
894	999	117
895	1000	116
896	1001	114
897	1002	113
898	1003	112
899	1004	111
900	1005	110
901	1006	109
902	1007	108
903	1008	107
904	1009	105
905	1010	104
906	1011	103
907	1012	102
908	1013	101
909	1013	100
910	1015	99
911	1016	98
912	1017	96
913	1018	95
914	1019	94
915	1020	93
916	1021	92
917	1022	91
918	1024	90
919	1025	89
920	1026	88
921	1028	86
922	1029	85
923	1031	84
924	1032	83
925	1033	82
926	1034	81
927	1035	80
928	1036	79
929	1037	78
930	1038	76
931	1039	75
932	1040	74
933	1042	73
934	1042	72
935	1044	71
936	1045	70
937	1046	69
938	1047	68
939	1048	66
940	1049	65
941	1050	64
942	1051	63
943	1052	62
944	1053	61
945	1054	60
946	1055	59
947	1056	57
948	1058	56
949	1059	55
950	1060	54
951	1061	53
952	1062	52
953	1063	51
954	1064	50
955	1065	49
956	1066	47
957	1067	46
958	1068	45
959	1069	44
960	1071	43
961	1072	42
962	1074	41
963	1075	40
964	1077	39
965	1078	37
966	1079	36
967	1080	35
968	1081	34
969	1082	33
970	1084	32
971	1085	31
972	1086	30
973	1087	29
974	1088	27
975	1089	26
976	1090	25
977	1092	24
978	1093	23
979	1094	22
980	1095	21
981	1096	20
982	1097	18
983	1099	17
984	1100	16
985	1101	15
986	1102	14
987	1103	13
988	1105	12
989	1106	11
990	1107	10
991	1108	8
992	1109	7
993	1110	6
994	1111	5
995	1113	4
996	1114	3
997	1115	2
998	1116	1
999	1117	0
